User ID,Age,Gender,Fitness Level,Goals,Available Equipment,Workout Plan
437,57,Other,Intermediate,Flexibility,None,Intermediate Yoga
438,56,Male,Beginner,Flexibility,None,Basic Yoga
439,31,Other,Advanced,Flexibility,None,Advanced Yoga
440,52,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
441,49,Other,Intermediate,Muscle Gain,None,Strength Training
442,18,Female,Beginner,Endurance,Dumbbells,Walking
443,49,Male,Advanced,Endurance,Resistance Bands,Running
444,18,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
445,33,Male,Intermediate,Endurance,None,Jogging
446,62,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
447,63,Male,Intermediate,Weight Loss,None,Moderate Cardio
448,45,Other,Intermediate,Endurance,Dumbbells,Jogging
449,46,Female,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
450,19,Male,Advanced,Endurance,None,Running
451,42,Other,Advanced,Weight Loss,Treadmill,HIIT
452,46,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
453,44,Other,Intermediate,Flexibility,None,Intermediate Yoga
454,63,Female,Intermediate,Endurance,Treadmill,Jogging
455,34,Male,Beginner,Weight Loss,Treadmill,Light Cardio
456,29,Female,Advanced,Weight Loss,Treadmill,HIIT
457,30,Other,Advanced,Muscle Gain,None,Advanced Strength Training
458,41,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
459,47,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
460,64,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
461,38,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
462,62,Female,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
463,24,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
464,49,Male,Advanced,Weight Loss,None,HIIT
465,61,Other,Beginner,Weight Loss,Dumbbells,Light Cardio
466,51,Male,Beginner,Endurance,None,Walking
467,31,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
468,23,Male,Advanced,Weight Loss,Dumbbells,HIIT
469,22,Male,Beginner,Endurance,Dumbbells,Walking
470,59,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
471,47,Female,Beginner,Endurance,Resistance Bands,Walking
472,52,Female,Beginner,Weight Loss,Treadmill,Light Cardio
473,18,Male,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
474,54,Other,Intermediate,Endurance,Dumbbells,Jogging
475,54,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
476,28,Female,Beginner,Endurance,Dumbbells,Walking
477,56,Female,Intermediate,Muscle Gain,None,Strength Training
478,52,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
479,34,Other,Beginner,Flexibility,None,Basic Yoga
480,57,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
481,28,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
482,46,Male,Beginner,Weight Loss,None,Light Cardio
483,43,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
484,30,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
485,61,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
486,47,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
487,50,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
488,21,Female,Beginner,Flexibility,None,Basic Yoga
489,28,Female,Advanced,Endurance,Treadmill,Running
490,38,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
491,46,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
492,35,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
493,19,Female,Intermediate,Weight Loss,None,Moderate Cardio
494,43,Other,Beginner,Endurance,Dumbbells,Walking
495,64,Other,Advanced,Endurance,Treadmill,Running
496,38,Female,Intermediate,Endurance,Resistance Bands,Jogging
497,59,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
498,57,Other,Advanced,Weight Loss,Dumbbells,HIIT
499,29,Male,Intermediate,Muscle Gain,None,Strength Training
500,61,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
501,52,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
502,22,Male,Beginner,Endurance,Treadmill,Walking
503,19,Male,Advanced,Endurance,None,Running
504,41,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
505,29,Female,Advanced,Weight Loss,None,HIIT
506,43,Other,Advanced,Weight Loss,Dumbbells,HIIT
507,37,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
508,24,Other,Beginner,Flexibility,None,Basic Yoga
509,36,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
510,28,Male,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
511,46,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
512,58,Male,Advanced,Endurance,Resistance Bands,Running
513,55,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
514,47,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
515,52,Male,Advanced,Endurance,Resistance Bands,Running
516,50,Male,Advanced,Muscle Gain,None,Advanced Strength Training
517,46,Female,Beginner,Flexibility,None,Basic Yoga
518,26,Female,Beginner,Flexibility,None,Basic Yoga
519,64,Other,Advanced,Endurance,Dumbbells,Running
520,48,Female,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
521,53,Male,Intermediate,Endurance,Resistance Bands,Jogging
522,55,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
523,40,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
524,38,Male,Advanced,Weight Loss,None,HIIT
525,50,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
526,64,Other,Intermediate,Flexibility,Treadmill,Intermediate Yoga
527,57,Female,Intermediate,Weight Loss,None,Moderate Cardio
528,52,Male,Beginner,Endurance,Dumbbells,Walking
529,50,Female,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
530,31,Male,Beginner,Flexibility,Treadmill,Basic Yoga
531,44,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
532,46,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
533,63,Other,Beginner,Flexibility,None,Basic Yoga
534,44,Male,Advanced,Endurance,Dumbbells,Running
535,54,Male,Advanced,Endurance,Dumbbells,Running
536,36,Male,Beginner,Endurance,Dumbbells,Walking
537,21,Female,Beginner,Endurance,None,Walking
538,21,Male,Advanced,Flexibility,None,Advanced Yoga
539,56,Other,Intermediate,Weight Loss,None,Moderate Cardio
540,41,Female,Beginner,Flexibility,None,Basic Yoga
541,59,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
542,42,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
543,64,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
544,35,Female,Beginner,Endurance,Resistance Bands,Walking
545,49,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
546,39,Male,Beginner,Endurance,None,Walking
547,31,Male,Intermediate,Flexibility,None,Intermediate Yoga
548,31,Male,Intermediate,Muscle Gain,None,Strength Training
549,63,Female,Beginner,Flexibility,None,Basic Yoga
550,60,Other,Intermediate,Muscle Gain,Resistance Bands,Strength Training
551,52,Other,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
552,41,Male,Beginner,Endurance,None,Walking
553,29,Other,Intermediate,Muscle Gain,Resistance Bands,Strength Training
554,40,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
555,51,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
556,39,Male,Advanced,Endurance,Dumbbells,Running
557,22,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
558,31,Other,Advanced,Weight Loss,Treadmill,HIIT
559,37,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
560,29,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
561,40,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
562,33,Other,Advanced,Endurance,None,Running
563,39,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
564,52,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
565,56,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
566,38,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
567,52,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
568,42,Male,Advanced,Weight Loss,Dumbbells,HIIT
569,30,Male,Intermediate,Weight Loss,None,Moderate Cardio
570,56,Other,Beginner,Endurance,Treadmill,Walking
571,28,Female,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
572,32,Male,Advanced,Weight Loss,Dumbbells,HIIT
573,35,Other,Beginner,Weight Loss,Treadmill,Light Cardio
574,62,Male,Intermediate,Endurance,None,Jogging
575,20,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
576,44,Other,Beginner,Weight Loss,None,Light Cardio
577,45,Other,Advanced,Muscle Gain,None,Advanced Strength Training
578,46,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
579,50,Other,Intermediate,Muscle Gain,None,Strength Training
580,44,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
581,53,Other,Intermediate,Muscle Gain,Resistance Bands,Strength Training
582,32,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
583,20,Other,Advanced,Endurance,None,Running
584,43,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
585,44,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
586,22,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
587,37,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
588,40,Other,Advanced,Endurance,Dumbbells,Running
589,62,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
590,61,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
591,44,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
592,45,Male,Advanced,Weight Loss,Dumbbells,HIIT
593,47,Female,Beginner,Endurance,None,Walking
594,27,Male,Intermediate,Weight Loss,None,Moderate Cardio
595,23,Other,Beginner,Muscle Gain,None,Bodyweight Training
596,57,Other,Beginner,Weight Loss,None,Light Cardio
597,20,Other,Intermediate,Endurance,Treadmill,Jogging
598,32,Female,Advanced,Endurance,Treadmill,Running
599,37,Male,Advanced,Weight Loss,Dumbbells,HIIT
600,42,Female,Intermediate,Weight Loss,None,Moderate Cardio
601,32,Male,Beginner,Weight Loss,Treadmill,Light Cardio
602,35,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
603,60,Male,Intermediate,Weight Loss,None,Moderate Cardio
604,22,Male,Advanced,Weight Loss,None,HIIT
605,56,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
606,18,Other,Intermediate,Endurance,Dumbbells,Jogging
607,62,Female,Beginner,Muscle Gain,None,Bodyweight Training
608,37,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
609,42,Male,Advanced,Flexibility,None,Advanced Yoga
610,47,Male,Beginner,Flexibility,Treadmill,Basic Yoga
611,36,Other,Advanced,Muscle Gain,None,Advanced Strength Training
612,45,Other,Intermediate,Weight Loss,None,Moderate Cardio
613,36,Female,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
614,49,Female,Advanced,Weight Loss,Dumbbells,HIIT
615,64,Female,Advanced,Flexibility,Resistance Bands,Advanced Yoga
616,28,Other,Beginner,Weight Loss,Dumbbells,Light Cardio
617,24,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
618,54,Male,Beginner,Flexibility,Treadmill,Basic Yoga
619,50,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
620,23,Other,Beginner,Flexibility,None,Basic Yoga
621,39,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
622,63,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
623,43,Other,Beginner,Endurance,Dumbbells,Walking
624,23,Male,Advanced,Endurance,Dumbbells,Running
625,58,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
626,50,Female,Advanced,Muscle Gain,None,Advanced Strength Training
627,60,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
628,32,Female,Advanced,Flexibility,None,Advanced Yoga
629,52,Male,Beginner,Endurance,None,Walking
630,24,Female,Advanced,Endurance,None,Running
631,23,Female,Advanced,Endurance,Treadmill,Running
632,45,Other,Intermediate,Muscle Gain,None,Strength Training
633,23,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
634,47,Female,Advanced,Weight Loss,Dumbbells,HIIT
635,21,Male,Intermediate,Endurance,Treadmill,Jogging
636,29,Male,Intermediate,Muscle Gain,None,Strength Training
637,37,Female,Beginner,Muscle Gain,None,Bodyweight Training
638,56,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
639,54,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
640,60,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
641,44,Other,Advanced,Endurance,Resistance Bands,Running
642,58,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
643,54,Female,Beginner,Endurance,Dumbbells,Walking
644,58,Female,Intermediate,Endurance,Resistance Bands,Jogging
645,61,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
646,30,Other,Advanced,Weight Loss,None,HIIT
647,47,Female,Intermediate,Flexibility,None,Intermediate Yoga
648,56,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
649,46,Other,Intermediate,Flexibility,Treadmill,Intermediate Yoga
650,49,Female,Advanced,Muscle Gain,None,Advanced Strength Training
651,61,Female,Advanced,Endurance,Treadmill,Running
652,33,Female,Advanced,Endurance,Resistance Bands,Running
653,59,Male,Advanced,Weight Loss,Resistance Bands,HIIT
654,58,Other,Intermediate,Flexibility,None,Intermediate Yoga
655,47,Other,Advanced,Muscle Gain,None,Advanced Strength Training
656,59,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
657,52,Other,Beginner,Flexibility,Treadmill,Basic Yoga
658,58,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
659,20,Other,Advanced,Endurance,Resistance Bands,Running
660,48,Female,Intermediate,Weight Loss,None,Moderate Cardio
661,48,Female,Beginner,Flexibility,Treadmill,Basic Yoga
662,50,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
663,47,Male,Beginner,Weight Loss,None,Light Cardio
664,28,Male,Intermediate,Endurance,Resistance Bands,Jogging
665,41,Female,Beginner,Weight Loss,Treadmill,Light Cardio
666,61,Female,Beginner,Flexibility,None,Basic Yoga
667,55,Male,Beginner,Endurance,Dumbbells,Walking
668,59,Male,Advanced,Muscle Gain,None,Advanced Strength Training
669,34,Female,Intermediate,Endurance,None,Jogging
670,21,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
671,54,Other,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
672,52,Other,Advanced,Endurance,Treadmill,Running
673,19,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
674,25,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
675,41,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
676,55,Other,Intermediate,Weight Loss,None,Moderate Cardio
677,44,Male,Intermediate,Endurance,None,Jogging
678,34,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
679,44,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
680,19,Male,Intermediate,Endurance,None,Jogging
681,29,Female,Intermediate,Endurance,Treadmill,Jogging
682,36,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
683,22,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
684,20,Male,Advanced,Weight Loss,Resistance Bands,HIIT
685,41,Female,Advanced,Endurance,Dumbbells,Running
686,27,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
687,51,Female,Advanced,Endurance,Dumbbells,Running
688,34,Male,Advanced,Weight Loss,Treadmill,HIIT
689,24,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
690,61,Male,Beginner,Muscle Gain,None,Bodyweight Training
691,29,Other,Advanced,Weight Loss,Dumbbells,HIIT
692,50,Other,Intermediate,Muscle Gain,None,Strength Training
693,46,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
694,58,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
695,20,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
696,47,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
697,44,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
698,61,Other,Intermediate,Flexibility,None,Intermediate Yoga
699,34,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
700,58,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
701,23,Male,Intermediate,Flexibility,None,Intermediate Yoga
702,28,Male,Intermediate,Endurance,Treadmill,Jogging
703,46,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
704,56,Female,Advanced,Weight Loss,Dumbbells,HIIT
705,57,Female,Beginner,Flexibility,Dumbbells,Basic Yoga
706,30,Female,Advanced,Weight Loss,None,HIIT
707,20,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
708,29,Other,Intermediate,Muscle Gain,None,Strength Training
709,55,Female,Beginner,Flexibility,Dumbbells,Basic Yoga
710,46,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
711,39,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
712,41,Other,Beginner,Endurance,None,Walking
713,44,Other,Beginner,Flexibility,None,Basic Yoga
714,19,Male,Beginner,Endurance,None,Walking
715,23,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
716,52,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
717,43,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
718,38,Other,Intermediate,Weight Loss,None,Moderate Cardio
719,56,Female,Intermediate,Endurance,Dumbbells,Jogging
720,32,Female,Advanced,Endurance,Dumbbells,Running
721,29,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
722,53,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
723,41,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
724,57,Female,Advanced,Weight Loss,Dumbbells,HIIT
725,46,Female,Advanced,Endurance,Resistance Bands,Running
726,40,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
727,56,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
728,64,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
729,56,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
730,53,Male,Beginner,Flexibility,Treadmill,Basic Yoga
731,33,Other,Intermediate,Endurance,None,Jogging
732,50,Other,Beginner,Weight Loss,None,Light Cardio
733,50,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
734,54,Other,Intermediate,Flexibility,None,Intermediate Yoga
735,38,Male,Beginner,Endurance,Resistance Bands,Walking
736,44,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
737,34,Other,Intermediate,Weight Loss,None,Moderate Cardio
738,25,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
739,56,Male,Beginner,Endurance,Resistance Bands,Walking
740,53,Female,Beginner,Muscle Gain,None,Bodyweight Training
741,26,Other,Advanced,Flexibility,None,Advanced Yoga
742,40,Other,Advanced,Flexibility,Treadmill,Advanced Yoga
743,54,Male,Advanced,Endurance,Treadmill,Running
744,62,Female,Intermediate,Endurance,Resistance Bands,Jogging
745,61,Female,Advanced,Endurance,None,Running
746,50,Other,Beginner,Weight Loss,Treadmill,Light Cardio
